Ticker,Description,Price,Change %,Technical Rating,Volume,Change from Open %,Volume*Price,Market Capitalization,Number of Employees,Sector,Industry,"Change 1M, %","Change 1W, %",Exchange
19,SWIRE PACIFIC,64.1,-0.15575857,Strong Buy,689579,-0.07794232,44202013.9,85921194662,32560,Consumer Non-Durables,Beverages: Non-Alcoholic,4.99590672,-0.15575857,HKEX
2689,NINE DRAGONS PAPER HOLDINGS,6.81,2.40601504,Strong Buy,6481000,4.76923077,44135610,31203271370,20098,Process Industries,Containers/Packaging,10.01615509,2.40601504,HKEX
2328,PICC PROPERTY & CASUALTY CO,7.58,-1.43042913,Sell,5709597,-0.26315789,43278745.26,171046863562,171508,Finance,Property/Casualty Insurance,-3.56234097,-1.43042913,HKEX
1385,SHANGHAI FUDAN MICROELECTRONICS GRO,32.2,-0.77041908,Sell,1312000,-3.01204819,42246400.00000001,54957929604,1531,Electronic Technology,Semiconductors,-11.65981038,-0.77041908,HKEX
2238,GUANGZHOU AUTOMOBILE GROUP,5.48,-1.61579892,Sell,7681000,-0.72463768,42091880,115710904605,96989,Consumer Durables,Motor Vehicles,-1.43884892,-1.61579892,HKEX
1530,3SBIO INC,8.33,-1.42011834,Buy,5051000,-1.30331754,42074830,20608243663,5292,Health Technology,Biotechnology,0.96969697,-1.42011834,HKEX
9666,JINKE SMART SERVICES GROUP CO LTD,15.7,-6.6587396,Buy,2648800,-4.84848485,41586160,10980905592,11700,Finance,Real Estate Development,0.77021823,-6.6587396,HKEX
3320,CHINA RESOURCES PHARMACEUTICAL GR,6.76,2.42424242,Strong Buy,6083500,2.42424242,41124460,41464570299,65000,Health Technology,Pharmaceuticals: Major,5.625,2.42424242,HKEX
968,XINYI SOLAR HOLDINGS LIMITED,8.49,-0.23501763,Sell,4810086,1.19189511,40837630.14,75704837378,7072,Electronic Technology,Semiconductors,-5.77136515,-0.23501763,HKEX
9696,TIANQI LITHIUM CORPORATION,66.45,-1.84637674,Buy,598444,-1.84638109,39766603.80000001,158133081821,1773,Process Industries,Chemicals: Specialty,2.23076923,-1.84637674,HKEX
151,WANT WANT CHINA HOLDINGS LTD,5.24,3.3530572,Buy,7424000,5.64516129,38901760,60250500663,,Consumer Non-Durables,Food: Meat/Fish/Dairy,-1.13207547,3.3530572,HKEX
2359,WUXI APPTEC CO LTD,78.3,-0.57142857,Neutral,483625,1.55642023,37867837.5,257688490628,34912,Health Technology,Pharmaceuticals: Major,1.95312102,-0.57142857,HKEX
902,HUANENG POWER INTERNATIONAL INC,3.26,-2.39520958,Strong Sell,11518000,-1.80722892,37548680,102062232949,57513,Utilities,Electric Utilities,-9.44444444,-2.39520958,HKEX
2158,YIDU TECH INC,6.85,0.88365243,Buy,5472706,0.88365243,37488036.1,5758932831,1405,Technology Services,Information Technology Services,32.23938224,0.88365243,HKEX
1099,SINOPHARM GROUP CO. LTD.,20.65,2.48138958,Buy,1812587,2.73631841,37429921.55,62840858886,113234,Health Technology,Pharmaceuticals: Major,11.98480955,2.48138958,HKEX
3808,SINOTRUK (HONG KONG) LTD,10.92,2.63157895,Buy,3419500,3.01886792,37340940,29376968214,28502,Producer Manufacturing,Trucks/Construction/Farm Machinery,7.90513834,2.63157895,HKEX
881,ZHONGSHENG GROUP HOLDINGS LIMITED,40.3,-1.70731707,Buy,921100,-1.70731707,37120330,98955872314,39668,Retail Trade,Specialty Stores,1.25628395,-1.70731707,HKEX
9866,NIO INC,100.7,-5,Buy,361590,0.85127692,36412113,161683629639,,Consumer Durables,Motor Vehicles,15.61423916,-5,HKEX
1458,ZHOU HEI YA INT HLDGS CO LTD,5.18,-6.15942029,Buy,6994000,-5.30164534,36228920,13083607455,4387,Process Industries,Agricultural Commodities/Milling,4.8582996,-6.15942029,HKEX
2357,AVICHINA INDUSTRY & TECHNOLOGY,3.6,-3.48525469,Sell,10027000,-3.48525469,36097200,28763270342,46428,Electronic Technology,Aerospace & Defense,-1.63934426,-3.48525469,HKEX
2,CLP HOLDINGS LTD,56.6,0.44365929,Buy,627955,0.44365572,35542253,142365492165,8116,Utilities,Electric Utilities,0.00000353,0.44365929,HKEX
1209,CHINA RESOURCES MIXC LIFEST SVS LTD,37.35,-5.91939784,Buy,929600,-3.86100386,34720560,90615251741,28654,Finance,Real Estate Development,1.08254124,-5.91939784,HKEX
293,CATHAY PACIFIC AIRWAYS,8.49,0.83135392,Buy,4064158,-0.11764706,34504701.42,54201226136,16721,Transportation,Airlines,5.33498759,0.83135392,HKEX
3888,KINGSOFT CORP,25.15,0.19920319,Buy,1362400,2.65306122,34264360,34087577618.000004,7054,Technology Services,Packaged Software,2.65306122,0.19920319,HKEX
1896,MAOYAN ENTERTAINMENT,9.6,0,Buy,3565600,0,34229760,10982057077,876,Consumer Services,Movies/Entertainment,28.51405622,0,HKEX
2423,KE HOLDINGS INC,39.2,-8.62471288,Sell,864300,-6.66666667,33880560,161280042366,110082,Technology Services,Internet Software/Services,-1.50753521,-8.62471288,HKEX
13,HUTCHMED (CHINA) LIMITED,22.65,1.56951128,Buy,1491000,1.56950673,33771150,19284489190,1759,Health Technology,Pharmaceuticals: Major,5.59440067,1.56951128,HKEX
9901,NEW ORIENTAL ED & TECHNOLOGY GP INC,25.4,-0.39215686,Buy,1323070,-0.39215686,33605978,43334081177,53071,Consumer Services,Other Consumer Services,13.39285714,-0.39215686,HKEX
966,CHINA TAIPING INSURANCE HOLDINGS CO,9.91,0,Strong Buy,3380800,1.74537988,33503728,35616723329,68446,Finance,Multi-Line Insurance,25.12626263,0,HKEX
2600,ALUMINUM CORP OF CHINA(CHALCO),3.44,-3.64145658,Buy,9736000,-3.09859155,33491840,86634671118,60056,Distribution Services,Wholesale Distributors,5.19877676,-3.64145658,HKEX
1368,XTEP INTERNATIONAL HLDGS LTD,9.9,-1.59045726,Buy,3382500,-1.59045726,33486750,25232028367,8500,Consumer Non-Durables,Apparel/Footwear,12.75626424,-1.59045726,HKEX
916,CHINA LONGYUAN POWER GROUP CORP LTD,8.95,-1.64835165,Strong Sell,3739432,-1.86403509,33467916.4,138668837848,8053,Utilities,Alternative Power Generation,-5.98740483,-1.64835165,HKEX
1316,NEXTEER AUTOMOTIVE GROUP LIMITED,4.8,-4,Strong Sell,6952000,-3.03030303,33369600,12549121094,11900,Producer Manufacturing,Auto Parts: OEM,-6.0665362,-4,HKEX
1799,XINTE ENERGY CO LTD,15.84,-0.62735257,Sell,2094015,-0.50251256,33169197.6,22794199238,5774,Electronic Technology,Semiconductors,-13.06256383,-0.62735257,HKEX
2252,SHANGHAI MICROPORT MEDBOT (GROUP) C,36.75,3.52112676,Strong Buy,889786,2.65363128,32699635.5,34030082269,,Health Technology,Medical Specialties,22.909699,3.52112676,HKEX
1193,CHINA RESOURCES GAS GROUP LTD.,30.95,-1.74603175,Buy,1051900,-1.74603175,32556305,71448790649,52354,Utilities,Gas Distributors,12.54545455,-1.74603175,HKEX
2669,CHINA OVERSEAS PROPERTY HLDGS LTD,8.25,-6.98985344,Buy,3800000,-3.16901408,31350000,29154453108,52220,Finance,Real Estate Development,-4.4032445,-6.98985344,HKEX
425,MINTH GRP,20.8,-1.18764376,Buy,1502000,0,31241600,24214146626,19359,Consumer Durables,Motor Vehicles,-0.71599519,-1.18764376,HKEX
1800,CHINA COMMUNICATIONS CONSTRUCTION,3.92,-1.01010101,Buy,7838000,-1.50753769,30724960,136591607068.99998,136772,Industrial Services,Engineering & Construction,2.61780105,-1.01010101,HKEX
6049,POLY PROPERTY SERVICES CO LTD,47.65,-4.02820125,Buy,640400,-1.85375901,30515060,27473004380,44415,Finance,Real Estate Development,3.58695652,-4.02820125,HKEX
123,YUEXIU PROPERTY CO LTD,9.62,-0.82474227,Strong Buy,3119916,0.94438615,30013591.92,29870197411,16320,Finance,Real Estate Development,-2.23577236,-0.82474227,HKEX
2150,NAYUKI HOLDINGS LIMITED,7.13,-6.18421053,Buy,4174000,-5.31208499,29760620,13034958186,10671,Consumer Non-Durables,Food: Major Diversified,15.74675325,-6.18421053,HKEX
1882,HAITIAN INTERNATIONAL HOLDINGS LTD,19.92,-2.35294118,Buy,1488000,-3.53510896,29640960.00000001,32558399391,,Producer Manufacturing,Industrial Machinery,-0.89552239,-2.35294118,HKEX
3347,HANGZHOU TIGERMED CONSULTING CO LTD,77,1.44927269,Buy,373400,1.44927536,28751800,80944410799,8326,Commercial Services,Miscellaneous Commercial Services,4.47761619,1.44927269,HKEX
3311,CHINA STATE CONSTRUCTION INTL HLDG,8.47,-1.51162791,Sell,3392000,-1.51162791,28730240.00000001,43323505535,,Industrial Services,Engineering & Construction,-9.41176471,-1.51162791,HKEX
135,KUNLUN ENERGY COMPANY LIMITED,5.88,-1.6722408,Buy,4831500,0.34129693,28409220,51779634677,32136,Utilities,Gas Distributors,-2,-1.6722408,HKEX
839,CHINA EDUCATION GP HLDGS LTD,8.36,-6.48769575,Buy,3387000,-5.53672316,28315320,21305337301,,Commercial Services,Miscellaneous Commercial Services,1.33333333,-6.48769575,HKEX
9869,HELENS INTL HLDGS CO LTD,14.74,-0.53981107,Buy,1919742,-0.53981107,28296997.08,18775479684,7779,Consumer Services,Restaurants,-2.38410596,-0.53981107,HKEX
6030,CITIC SECURITIES CO LTD,16.06,-1.83374683,Buy,1728612,-1.83374083,27761508.72,319320486040,23696,Finance,Investment Banks/Brokers,3.21336761,-1.83374683,HKEX
6060,ZHONGAN ONLINE P & C INS CO LTD,21.85,-2.67261013,Buy,1267692,-0.2283105,27699070.20000001,32997299968,3791,Finance,Multi-Line Insurance,8.70646766,-2.67261013,HKEX
1336,NEW CHINA LIFE INSURANCE CO LTD,19.06,-2.85423533,Buy,1449600,-1.24352332,27629376,91565789325,34434,Finance,Multi-Line Insurance,4.61032407,-2.85423533,HKEX
1186,CHINA RAILWAY CONSTRUCTION CORP,5.11,0.39292731,Buy,5297500,0.78895464,27070225,123581030224,267760,Industrial Services,Engineering & Construction,7.1278826,0.39292731,HKEX
2171,CARSGEN THERAPEUTICS HLDGS LTD,16.32,2.12765957,Buy,1656500,2.12765957,27034080,9146845816,573,Health Technology,Pharmaceuticals: Major,18.26086957,2.12765957,HKEX
4,WHARF(HLDGS),22.8,0.00000439,Neutral,1175806,1.10864745,26808376.8,69677421106,6200,Finance,Real Estate Development,8.31354434,0.00000439,HKEX
322,TINGYI(CAYMAN ISLANDS)HLDG CORP,13.66,0.44117647,Buy,1952018,0.88626292,26664565.88,76624640040,62107,Consumer Non-Durables,Beverages: Non-Alcoholic,7.05329154,0.44117647,HKEX
1513,LIVZON PHARMACEUTICAL GROUP INC,26.95,4.05405405,Buy,988300,2.08333333,26634685,33413110127,8580,Health Technology,Pharmaceuticals: Major,-0.91912129,4.05405405,HKEX
6110,TOPSPORTS INTERNATIONAL HOLD,5.97,-0.83056478,Buy,4444000,2.57731959,26530680,37331357333,40913,Retail Trade,Apparel/Footwear Retail,20.12072435,-0.83056478,HKEX
66,MTR CORPORATION LTD,38.35,-0.90439533,Buy,689290,-0.38961039,26434271.5,239789569815,31968,Transportation,Other Transportation,2.1304954,-0.90439533,HKEX
390,CHINA RAILWAY GROUP LIMITED,4.49,-0.66371681,Buy,5884903,0.67264574,26423214.47000001,159187608085,294013,Industrial Services,Engineering & Construction,2.27790433,-0.66371681,HKEX
1910,SAMSONITE INTL SA,20.9,2.7027027,Strong Buy,1254285,4.2394015,26214556.5,29272201190,9100,Consumer Durables,Other Consumer Specialties,0.48077406,2.7027027,HKEX
8446,IN TECHNICAL PRODUCTIONS HLDS LTD,9.22,2.55839822,Buy,2814000,3.2474804,25945080,7191999817,45,Producer Manufacturing,Miscellaneous Manufacturing,22.60638298,2.55839822,HKEX
867,CHINA MEDICAL SYSTEM HLDGS LTD,13.32,0.90909091,Buy,1912000,1.36986301,25467840,32366248067,5292,Health Technology,Pharmaceuticals: Major,17.66784452,0.90909091,HKEX
2186,LUYE PHARMA GROUP LIMITED,3.41,-1.15942029,Buy,7369500,-1.44508671,25129995,12018945247,4845,Health Technology,Pharmaceuticals: Major,12.17105263,-1.15942029,HKEX
